id,round_player_id,hole_id,strokes,putts,fairway_hit,green_in_regulation,created_at
01c94e9a-1b6d-4f6d-ba72-9f15ec39a889,d4873b3b-39fe-446e-a08a-cc364efb9b84,4482cade-fb5e-49d7-b2e3-9cecac549564,4,,,,2025-12-15 21:20:23.114012+00
01f87991-98ca-4217-a64d-7348f70edd7f,71fa3bc9-e438-4041-b85b-cfa9c4714221,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,4,,,,2025-12-14 04:32:37.027379+00
01fb34ba-7dbc-4dfe-837d-071c0c372b82,4ca42905-0d60-42a6-9634-a21a689e7918,4482cade-fb5e-49d7-b2e3-9cecac549564,6,,,,2025-12-14 04:32:49.888892+00
0218b98a-271e-4e8f-a1f2-273ef70eb676,70bed304-52c6-429b-a808-fbddf3bc484b,a1d90f12-251b-474f-87ce-8318d4eb6962,5,,,,2025-12-14 04:32:44.82922+00
0246a9ee-00fa-422f-adf8-5c071c3c7457,4d54c5a2-41b3-4dd0-b557-7a2083e47520,65da74eb-ef59-4f11-9b8b-b632d85822ae,6,,,,2025-12-14 01:48:44.502956+00
026d8456-4336-4150-bb22-0b6d88bd4c5e,e8f164af-705b-41d7-b493-b55de558b058,a1d90f12-251b-474f-87ce-8318d4eb6962,4,,,,2025-12-14 04:32:33.005532+00
026eba53-5d04-4931-bab3-22028b852297,a3b6e8c5-9fca-462e-a667-3e1bbb292847,c71ba695-acb6-4219-b6f2-f69b61f89dbf,6,,,,2025-12-14 04:58:47.920344+00
027f5436-54e7-4111-a255-03d6f1fecfff,4acd50e8-db42-4a10-ba76-5c174ac06d3a,2f6e7848-a3c8-4267-b4f8-34d0f9baadcb,5,,,,2025-12-14 01:50:49.846519+00
02858001-704f-4bab-9922-1131e62ba08b,ea80cfd0-0dd9-4017-85b5-cfd8f7e377cb,65da74eb-ef59-4f11-9b8b-b632d85822ae,4,,,,2025-12-23 02:01:25.225701+00
030abca2-e352-4789-a5b4-9cd6fade53f1,363cdb83-b5aa-4c19-9e8d-6f6666bbb677,ee495ddc-22fe-46d8-a20d-c923f6e2ded9,5,,,,2025-12-14 04:59:09.700014+00
030aec7b-0da2-4ec8-bdc6-f8ef309f4ce4,fc58b67b-96ae-4ab1-8255-13b045528867,ee495ddc-22fe-46d8-a20d-c923f6e2ded9,3,,,,2025-12-14 04:32:50.666569+00
030e27fc-a0ff-474b-986f-958cba460944,8a3fe72d-93a5-47c0-a34f-eb1acb791a06,ffeb214c-90d9-4492-888b-b83910a5f15f,4,,,,2025-12-14 01:51:06.888975+00
0322b7c5-78a1-4380-ac00-087000959a71,88945088-77e1-4e09-8b03-cc0021b75a38,2f6e7848-a3c8-4267-b4f8-34d0f9baadcb,4,,,,2025-12-14 04:59:08.220166+00
034bc1a1-e18b-4a8e-8c13-86085ce19146,c4cac51e-fd6c-4cce-8a1d-7b54e1269a7b,56cdce21-2210-4c80-92bf-1e8e1ebfb5e1,8,,,,2025-12-14 01:51:05.041254+00
034daa4e-95e1-48d8-a24a-ea0ecdc49abe,8dc0bf17-e850-4ad6-9ea4-40f2f7a64159,20f3f80a-cb55-44f8-a05a-4de4aa1ccc4c,3,,,,2025-12-14 04:32:39.674064+00
038388ac-3281-4c12-839e-c61136477e46,8d36283f-7060-4c16-b3b3-7aa31bb0224e,ee495ddc-22fe-46d8-a20d-c923f6e2ded9,4,,,,2025-12-14 04:32:52.988411+00
0394358b-91ff-4318-acf1-c705cc0c0823,a3b6e8c5-9fca-462e-a667-3e1bbb292847,ee495ddc-22fe-46d8-a20d-c923f6e2ded9,6,,,,2025-12-14 04:58:48.166089+00
039b0589-1cac-450b-b114-d30b2a128a30,9992cdcf-fa67-43fe-aff1-c481d4608218,5d017298-e819-4210-8749-2bde9339f600,4,,,,2025-12-14 04:32:29.44554+00
03bf1fac-5d52-42c1-9a23-753a35548319,962247c9-09fd-4f85-8e5e-cc771e2a307b,4482cade-fb5e-49d7-b2e3-9cecac549564,5,,,,2025-12-14 01:51:04.494416+00
03f3ccd1-853f-438d-9b6f-d945625836fe,061b9497-2be6-4366-aa0e-777f7637195c,c71ba695-acb6-4219-b6f2-f69b61f89dbf,4,,,,2025-12-14 01:48:56.180955+00
03f652ff-1c35-4c60-9b5a-b263451b1f46,6fd6449f-761d-44e3-b851-bdde039e3e59,ffeb214c-90d9-4492-888b-b83910a5f15f,3,,,,2025-12-14 01:48:40.878387+00
045abfa8-489f-461f-86f1-20292b9a6890,88945088-77e1-4e09-8b03-cc0021b75a38,ffeb214c-90d9-4492-888b-b83910a5f15f,2,,,,2025-12-14 04:59:08.539205+00
045b9df2-944b-4c28-8cdd-00923ef62706,0c1b7410-7206-4bb3-ad0e-99ac6ead0114,ee495ddc-22fe-46d8-a20d-c923f6e2ded9,6,,,,2025-12-21 19:44:37.823654+00
047ecc4b-0986-499e-95bf-267a10e23ab1,aa48f681-56dc-4d71-8fc8-9b1563a5b397,56cdce21-2210-4c80-92bf-1e8e1ebfb5e1,5,,,,2025-12-14 04:58:45.247699+00
047f04b2-2bcd-4a8e-83dc-ac670f660344,ab6eb347-fa47-4116-b258-e847688fe099,65da74eb-ef59-4f11-9b8b-b632d85822ae,4,,,,2025-12-14 01:50:48.598755+00
04812c76-a9e5-4c3d-98b9-6cb489f5adc3,843aa271-e5b5-4e32-8b5f-0270879bfc67,20f3f80a-cb55-44f8-a05a-4de4aa1ccc4c,4,,,,2025-12-23 02:01:40.930716+00
0483bec2-d20b-4a56-bbf2-d76b04c549f2,a5c37e4b-9156-4888-ba9e-b5c87c17962d,ad6d2238-e66e-43ad-86c6-5e3087d0d2f1,3,,,,2025-12-14 01:48:53.419914+00
04867d5a-64ca-44b5-bd75-1af5c3f16f7e,530ad8b8-5633-423f-870b-869e75ecd0a9,65da74eb-ef59-4f11-9b8b-b632d85822ae,6,,,,2025-12-23 02:01:22.06636+00
04b8b121-54b1-4b95-b7a1-1d971458a18b,d939492c-2eea-4e7a-a618-a4356688b518,70f0e883-f4b1-4a7f-b2ff-dd80468f8f59,4,,,,2025-12-14 01:48:48.619657+00
04cfbe36-0b3e-4e31-948a-f4c93cb1d501,8c5fe11a-b251-44d4-b728-5d2b53618496,56cdce21-2210-4c80-92bf-1e8e1ebfb5e1,6,,,,2025-12-14 04:32:51.442082+00
04db13c6-84d8-448a-8d71-ff49f5598d20,045e76bd-8025-4f1b-8971-5330c435d5b1,4482cade-fb5e-49d7-b2e3-9cecac549564,4,,,,2025-12-14 04:32:43.684585+00
0518c6fc-e268-46ce-b952-4b525ac0ae75,4ee3e8a6-ee2c-485c-99eb-9c80c70b05cf,56cdce21-2210-4c80-92bf-1e8e1ebfb5e1,4,,,,2025-12-23 02:01:26.393051+00
051db72c-b0b4-4d1e-ae04-40d76ae51e3b,6fd6449f-761d-44e3-b851-bdde039e3e59,ad6d2238-e66e-43ad-86c6-5e3087d0d2f1,3,,,,2025-12-14 01:48:40.268869+00
0544b169-a109-4d10-81f7-43e5cb6e20e0,ecb2550e-ab4d-4f91-8140-a30a097b7e01,20f3f80a-cb55-44f8-a05a-4de4aa1ccc4c,4,,,,2025-12-15 21:44:30.61968+00
054ba22a-d068-4359-be2e-8bfcfe055ef3,f1df7ada-74e3-4dae-885d-c1d52be5bc7e,65da74eb-ef59-4f11-9b8b-b632d85822ae,4,,,,2025-12-23 02:01:28.587861+00
058a0339-1139-45fe-b5af-5e49dafe1a17,6de0b75d-8816-4bc8-af65-1076173473a3,d6bf87cc-254e-4d78-a55c-e7b116794762,4,,,,2025-12-14 04:32:33.831959+00
05a87100-0ec4-4a25-b903-5fc9473a9cbc,3690423d-8bd4-424b-a2f4-4756bee55b59,d6bf87cc-254e-4d78-a55c-e7b116794762,4,,,,2025-12-21 19:44:38.829282+00
05aabc99-b5b0-4cbf-9459-7037b1b132bc,1a747908-8780-4e72-b8d7-d9769436ee21,1ebcf4f6-1e17-4616-bc25-5d51b3f783cf,5,,,,2025-12-14 04:58:57.502671+00
05c5dda2-6876-4372-b548-518e9eb82038,80f95597-1141-4c07-b8ee-154dbf0d5398,c71ba695-acb6-4219-b6f2-f69b61f89dbf,4,,,,2025-12-14 04:59:00.527326+00
05e3a4dc-c87f-4603-8838-24b50c957d86,962247c9-09fd-4f85-8e5e-cc771e2a307b,6cdad91e-7bc6-49a2-9431-a044ada095b8,5,,,,2025-12-14 01:51:03.751143+00
05e85e1e-1875-40ec-851f-7a1d98eba75e,e05675f8-ec34-4d5f-be19-3299f4ae3d99,ffeb214c-90d9-4492-888b-b83910a5f15f,4,,,,2025-12-14 01:48:50.21889+00
0608ca30-8358-406c-88e6-1036b12fd89a,8184f82d-49ed-4d0d-a0c3-299ab256bd37,1ebcf4f6-1e17-4616-bc25-5d51b3f783cf,5,,,,2025-12-14 01:48:55.632031+00
060a634d-9e17-4f14-9251-194aa1e48a33,1f9f3b4e-4b85-4481-8f5e-912482153f64,6cdad91e-7bc6-49a2-9431-a044ada095b8,4,,,,2025-12-14 01:48:52.327981+00
061239c5-df1e-4db5-9fb6-445f7bd895cc,ad9e42ba-a67c-4d4e-a75a-63705c811176,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,5,,,,2025-12-14 04:59:15.03885+00
0632ba11-f20e-4021-995c-c53195ab4c99,f9a06cb4-9450-4396-a040-b284e2309800,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,4,,,,2025-12-23 02:01:24.194123+00
0685512a-8dd3-493e-91bb-1f96673b0b91,2ac0ab93-498b-42e4-a4c0-c493848675ad,65da74eb-ef59-4f11-9b8b-b632d85822ae,6,,,,2025-12-14 04:32:45.777978+00
06b49c26-aa4e-49bc-905e-478e044de206,e05675f8-ec34-4d5f-be19-3299f4ae3d99,70f0e883-f4b1-4a7f-b2ff-dd80468f8f59,5,,,,2025-12-14 01:48:50.041714+00
06be4e8d-d411-4c4c-b0ab-a3ca7a7aba25,c4cac51e-fd6c-4cce-8a1d-7b54e1269a7b,ffeb214c-90d9-4492-888b-b83910a5f15f,5,,,,2025-12-14 01:51:05.609225+00
06ce3715-37c4-4f2b-867f-9693667b5bf1,1f9f3b4e-4b85-4481-8f5e-912482153f64,56cdce21-2210-4c80-92bf-1e8e1ebfb5e1,5,,,,2025-12-14 01:48:52.204706+00
06d52167-fb1e-45c7-ac11-519ca1bf8465,6de0b75d-8816-4bc8-af65-1076173473a3,ee495ddc-22fe-46d8-a20d-c923f6e2ded9,5,,,,2025-12-14 04:32:34.19106+00
0742560d-d68c-44cf-b4aa-0f557dcd2adc,0c1b7410-7206-4bb3-ad0e-99ac6ead0114,e867db67-3712-438f-852c-22184f644ba7,5,,,,2025-12-21 19:44:37.884334+00
0745612f-b578-4d12-b78d-696b773b0a1f,93f42c4a-d5d9-4237-9522-ee47f995d145,c71ba695-acb6-4219-b6f2-f69b61f89dbf,5,,,,2025-12-14 04:59:01.771706+00
074a7f91-cb22-4748-8277-de52c49f1876,e05675f8-ec34-4d5f-be19-3299f4ae3d99,2dd4343f-f9c8-4eaf-a9ae-b94605780c0f,5,,,,2025-12-14 01:48:50.335334+00
074eb54d-8631-4e00-8e3e-9e43da4c05bb,9910fad9-33c5-4896-a6ce-2670d1a50942,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,4,,,,2025-12-15 21:44:29.158238+00
07cb4214-58e0-48d4-b60e-c51faceb690a,5fc73b7c-285c-4ace-bdb4-14b14e16d96e,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,3,,,,2025-12-14 04:58:43.339617+00
08182983-723b-44ae-a197-26fc425a6ede,6fd6449f-761d-44e3-b851-bdde039e3e59,a1d90f12-251b-474f-87ce-8318d4eb6962,4,,,,2025-12-14 01:48:40.933964+00
083344d7-8de5-45c7-8356-5bb1e65429e1,69e6be8a-c897-4276-a679-c0c325d88e43,4482cade-fb5e-49d7-b2e3-9cecac549564,5,,,,2025-12-14 01:50:51.58997+00
0836a359-0076-4b73-b53c-f9533acf6e89,8a3fe72d-93a5-47c0-a34f-eb1acb791a06,c71ba695-acb6-4219-b6f2-f69b61f89dbf,5,,,,2025-12-14 01:51:06.53053+00
086936c4-910f-46ed-b105-55076e7f069a,aad31da9-ae8f-432d-a221-04dfc08caa73,2dd4343f-f9c8-4eaf-a9ae-b94605780c0f,4,,,,2025-12-14 01:48:46.248173+00
0879c794-f431-4936-92e6-45e49ba7cb7b,ee858df8-1177-4d24-8354-5a4a9bfe045e,d6bf87cc-254e-4d78-a55c-e7b116794762,5,,,,2025-12-14 01:48:43.002075+00
08861174-f7a2-4c68-890d-510b42037802,2892b6af-5518-403e-85c0-ef1bf9ebfbb2,d6bf87cc-254e-4d78-a55c-e7b116794762,5,,,,2025-12-14 12:06:03.581978+00
08881694-526d-4d0a-8f83-b3c9a56f2d27,9ec26e38-7cac-4fe6-9706-3a7037d8c8f5,a1d90f12-251b-474f-87ce-8318d4eb6962,6,,,,2025-12-23 02:01:33.394903+00
08aca7d4-abf8-417f-b827-82f8d255397f,73c0f0b0-46fa-4dba-aba4-3da2da1848c4,c71ba695-acb6-4219-b6f2-f69b61f89dbf,5,,,,2025-12-14 04:32:48.05753+00
08b5a000-b3f3-466f-94a9-b7ec5946a9e4,a3b6e8c5-9fca-462e-a667-3e1bbb292847,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,4,,,,2025-12-14 04:58:48.448295+00
09042b43-8edb-4b5b-9adc-95a6d8945d98,c798c6f6-0aaa-47a8-a122-e9538b615f30,c71ba695-acb6-4219-b6f2-f69b61f89dbf,4,,,,2025-12-14 04:58:44.088629+00
091a39c0-9bb0-455f-9fae-e4c1c6ba3e9e,477e7e5b-89a7-4d05-b4de-8a859133ef4a,6cdad91e-7bc6-49a2-9431-a044ada095b8,5,,,,2025-12-14 04:58:49.109122+00
09688fac-e614-4cef-9af0-21c5380c158d,1664a392-1cc0-4288-86c6-c25bfc99394a,ffeb214c-90d9-4492-888b-b83910a5f15f,4,,,,2025-12-15 21:20:21.21954+00
098c43cc-e84a-4d4d-9ca5-7f6629bc0bf3,89ae1b03-ef13-426d-9402-4b4034f89f5e,c71ba695-acb6-4219-b6f2-f69b61f89dbf,4,,,,2025-12-14 04:58:59.287961+00
09b636dd-5d89-412c-98cc-9174ce68c072,e6b22b30-661b-40bf-8858-a81cb540cb41,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,4,,,,2025-12-14 04:58:50.995322+00
09c389a6-33a2-45fd-8a2b-9a7f7c429b8d,2ab39517-b42b-4609-aff3-395c8e8796ce,4482cade-fb5e-49d7-b2e3-9cecac549564,5,,,,2025-12-23 02:01:39.619611+00
09d7a372-73c4-4ff1-8d75-1061f6f5c8aa,aacb1772-e023-429d-9374-cdd1e6e64c7b,2dd4343f-f9c8-4eaf-a9ae-b94605780c0f,4,,,,2025-12-15 21:20:27.717772+00
09fecd24-f928-4b5a-809e-dd3e923ada81,4ee3e8a6-ee2c-485c-99eb-9c80c70b05cf,70f0e883-f4b1-4a7f-b2ff-dd80468f8f59,5,,,,2025-12-23 02:01:27.096952+00
0a125cd6-efa7-4c88-bb8e-00e49aecf1a6,1a747908-8780-4e72-b8d7-d9769436ee21,20f3f80a-cb55-44f8-a05a-4de4aa1ccc4c,3,,,,2025-12-14 04:58:57.378464+00
0a2b131a-55d3-46e2-a646-0b48cd1708e5,1f9f3b4e-4b85-4481-8f5e-912482153f64,e867db67-3712-438f-852c-22184f644ba7,3,,,,2025-12-14 01:48:52.665135+00
0a53cc65-7d8c-4f46-976a-089acba82422,aad31da9-ae8f-432d-a221-04dfc08caa73,5d017298-e819-4210-8749-2bde9339f600,4,,,,2025-12-14 01:48:45.402168+00
0a5b1cad-e6c9-4681-ba44-340501aede32,93f42c4a-d5d9-4237-9522-ee47f995d145,5d017298-e819-4210-8749-2bde9339f600,4,,,,2025-12-14 04:59:01.470116+00
0a5e413f-0c60-4401-9e8c-064bfa3fe98b,1664a392-1cc0-4288-86c6-c25bfc99394a,4482cade-fb5e-49d7-b2e3-9cecac549564,5,,,,2025-12-15 21:20:21.595217+00
0a67afa9-80f7-4929-b6dc-df6ffe4f7539,e05675f8-ec34-4d5f-be19-3299f4ae3d99,65da74eb-ef59-4f11-9b8b-b632d85822ae,5,,,,2025-12-14 01:48:49.981882+00
0ab411fb-7052-47c7-88f4-4a2a98ba36ef,33187014-a892-45f0-b4fa-e987a05754d3,1ebcf4f6-1e17-4616-bc25-5d51b3f783cf,6,,,,2025-12-14 04:32:54.653256+00
0b0d0319-b997-47ca-8b11-3c6ee0a95ab3,73c0f0b0-46fa-4dba-aba4-3da2da1848c4,a1d90f12-251b-474f-87ce-8318d4eb6962,5,,,,2025-12-14 04:32:48.457362+00
0b19bde6-fbbb-4908-8cec-c328c15087f2,a76f076d-8740-4867-b8cf-a21ad9627904,5d017298-e819-4210-8749-2bde9339f600,5,,,,2025-12-15 21:44:31.017661+00
0b1e4203-717a-4c27-8106-9c1ba5b9500c,45d9547c-11e8-4e15-8e76-ebf287d60dfe,4482cade-fb5e-49d7-b2e3-9cecac549564,5,,,,2025-12-14 04:32:35.87476+00
0b2ee3c5-a87a-43e5-9827-600be2910026,a370716b-76be-4364-8335-3c0df8fad62c,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,3,,,,2025-12-14 01:48:51.6496+00
0b349f8e-94df-4e42-a459-7b4deeb353c4,2ab39517-b42b-4609-aff3-395c8e8796ce,2dd4343f-f9c8-4eaf-a9ae-b94605780c0f,3,,,,2025-12-23 02:01:39.419003+00
0b4b5165-6966-4f5a-a312-f2b8db5d0f4a,ecb2550e-ab4d-4f91-8140-a30a097b7e01,a1d90f12-251b-474f-87ce-8318d4eb6962,4,,,,2025-12-15 21:44:30.429245+00
0b4ce0bc-7e8a-4cad-9a3f-3fdfe7a16f92,e6b22b30-661b-40bf-8858-a81cb540cb41,ffeb214c-90d9-4492-888b-b83910a5f15f,4,,,,2025-12-14 04:58:50.822161+00
0b5d2dca-e553-430e-9f47-73aa8b4a4cad,843aa271-e5b5-4e32-8b5f-0270879bfc67,1ebcf4f6-1e17-4616-bc25-5d51b3f783cf,5,,,,2025-12-23 02:01:41.058543+00
0b66d15b-ea66-4a40-8985-fa03d98567c5,a370716b-76be-4364-8335-3c0df8fad62c,e867db67-3712-438f-852c-22184f644ba7,4,,,,2025-12-14 01:48:51.419234+00
0ba57d72-141c-4a0a-b762-ba66773c00c6,1bff8aac-b8c5-4727-b222-809a19a72948,70f0e883-f4b1-4a7f-b2ff-dd80468f8f59,5,,,,2025-12-14 01:48:41.997095+00
0bb7b8e2-9940-4844-b5ee-29ce2f9196b3,170645ed-d30a-4049-8b39-6830207ad8cc,e867db67-3712-438f-852c-22184f644ba7,4,,,,2025-12-14 04:32:55.421136+00
0c044f6e-739b-4e2b-9a60-6216f15054d8,8c5fe11a-b251-44d4-b728-5d2b53618496,2f6e7848-a3c8-4267-b4f8-34d0f9baadcb,5,,,,2025-12-14 04:32:51.649484+00
0c174092-f407-496a-a9a8-699ae8953d3a,70eb9042-65d8-4d90-a0cb-2789136e94db,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,4,,,,2025-12-15 21:20:18.203901+00
0c300c8d-f67b-437b-85a3-deb2d91e5f4e,468aeda4-0461-4676-80b4-ea48f90525f9,6cdad91e-7bc6-49a2-9431-a044ada095b8,3,,,,2025-12-14 04:59:02.999429+00
0c6ba018-a001-442a-8706-aec279e4e88b,4ee3e8a6-ee2c-485c-99eb-9c80c70b05cf,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,5,,,,2025-12-23 02:01:27.572313+00
0cc85db9-ed12-4a26-b442-e5b0c0d89e11,8d476602-d480-4185-9211-d12225756f7c,ad6d2238-e66e-43ad-86c6-5e3087d0d2f1,4,,,,2025-12-14 04:58:53.97496+00
0cd27d74-31d7-4e60-a9aa-84ff2f79ee95,790bf6df-69b5-42c6-9951-8b7c538e6e1a,ee495ddc-22fe-46d8-a20d-c923f6e2ded9,4,,,,2025-12-23 02:01:46.211479+00
0ce85024-02ef-41f6-838d-3e44d2b33f2f,477e7e5b-89a7-4d05-b4de-8a859133ef4a,70f0e883-f4b1-4a7f-b2ff-dd80468f8f59,5,,,,2025-12-14 04:58:49.353455+00
0cffc22c-e903-4795-ab41-aee0b946fddf,b3a186e2-e88c-4860-a309-d7a9fc15195f,56cdce21-2210-4c80-92bf-1e8e1ebfb5e1,5,,,,2025-12-23 02:01:35.831879+00
0d06f646-06a8-4ac9-97d2-32c9c6f7b683,5fc73b7c-285c-4ace-bdb4-14b14e16d96e,20f3f80a-cb55-44f8-a05a-4de4aa1ccc4c,5,,,,2025-12-14 04:58:43.409643+00
0d081f55-a5d7-440b-a644-6e1e42f2449f,75db3afa-cc9b-40df-bd5a-588dc24450bb,2f6e7848-a3c8-4267-b4f8-34d0f9baadcb,5,,,,2025-12-14 12:06:02.092364+00
0d58328e-c562-4804-bba6-992713e978ba,8a3fe72d-93a5-47c0-a34f-eb1acb791a06,4482cade-fb5e-49d7-b2e3-9cecac549564,6,,,,2025-12-14 01:51:07.186728+00
0d657618-4ace-4367-ac20-1164ba69dd44,6de0b75d-8816-4bc8-af65-1076173473a3,5d017298-e819-4210-8749-2bde9339f600,6,,,,2025-12-14 04:32:33.630378+00
0d8bb8be-6474-4af1-ac81-cf535be07a48,a76f076d-8740-4867-b8cf-a21ad9627904,d6cdc5ae-9b90-489e-880f-b77c1e24d0d5,5,,,,2025-12-15 21:44:31.924812+00
0d93a30d-a3ef-47b3-a635-a8c1493e7ac2,75db3afa-cc9b-40df-bd5a-588dc24450bb,56cdce21-2210-4c80-92bf-1e8e1ebfb5e1,4,,,,2025-12-14 12:06:01.824001+00
0da1c122-6cc1-406f-bdcb-13766a216a45,6fd6449f-761d-44e3-b851-bdde039e3e59,6cdad91e-7bc6-49a2-9431-a044ada095b8,5,,,,2025-12-14 01:48:40.460628+00
0da3bc03-0804-4e9e-8b03-574cc21e7980,477e7e5b-89a7-4d05-b4de-8a859133ef4a,56cdce21-2210-4c80-92bf-1e8e1ebfb5e1,5,,,,2025-12-14 04:58:48.991816+00
0da49352-4c14-4d65-ba6f-6ce8ef0f036e,89ae1b03-ef13-426d-9402-4b4034f89f5e,ffeb214c-90d9-4492-888b-b83910a5f15f,3,,,,2025-12-14 04:58:59.632678+00
0da723a2-96d9-4968-93d7-9ce69c510ad2,a76f076d-8740-4867-b8cf-a21ad9627904,65da74eb-ef59-4f11-9b8b-b632d85822ae,5,,,,2025-12-15 21:44:31.469781+00
0deb0c84-7ca5-40e6-b989-9d769f41335d,a370716b-76be-4364-8335-3c0df8fad62c,c71ba695-acb6-4219-b6f2-f69b61f89dbf,6,,,,2025-12-14 01:48:51.125615+00
0df2399b-17f6-4de5-8be8-2c7fe5538f1c,993cf462-c679-433f-b989-424385033499,e867db67-3712-438f-852c-22184f644ba7,3,,,,2025-12-14 04:58:58.356886+00
0e42b5bb-5194-4502-98b8-fed4079c2e35,530ad8b8-5633-423f-870b-869e75ecd0a9,5d017298-e819-4210-8749-2bde9339f600,6,,,,2025-12-23 02:01:21.505242+00
0e6400dc-1f28-48f0-9926-6e6abfb50372,363cdb83-b5aa-4c19-9e8d-6f6666bbb677,2dd4343f-f9c8-4eaf-a9ae-b94605780c0f,5,,,,2025-12-14 04:59:09.939662+00
0e8b5a51-fec9-492d-9be9-98b6b0c9ade6,aacb1772-e023-429d-9374-cdd1e6e64c7b,ad6d2238-e66e-43ad-86c6-5e3087d0d2f1,4,,,,2025-12-15 21:20:26.821995+00
0e974731-5054-4971-87cf-512f36cd10b8,d4873b3b-39fe-446e-a08a-cc364efb9b84,2dd4343f-f9c8-4eaf-a9ae-b94605780c0f,5,,,,2025-12-15 21:20:22.90512+00
0ea2372a-e49d-4aa4-905c-6031210d7a58,33187014-a892-45f0-b4fa-e987a05754d3,ffeb214c-90d9-4492-888b-b83910a5f15f,5,,,,2025-12-14 04:32:54.29733+00
0ecec5d8-c902-4932-b5ba-648e02a1e13d,790bf6df-69b5-42c6-9951-8b7c538e6e1a,6cdad91e-7bc6-49a2-9431-a044ada095b8,6,,,,2025-12-23 02:01:45.930619+00
0f082e8e-2881-426a-bc3b-d4ec164b91e4,d4873b3b-39fe-446e-a08a-cc364efb9b84,70f0e883-f4b1-4a7f-b2ff-dd80468f8f59,4,,,,2025-12-15 21:20:22.508027+00
0f586ec4-7636-42c4-9e2e-6d04c89f782b,061b9497-2be6-4366-aa0e-777f7637195c,ffeb214c-90d9-4492-888b-b83910a5f15f,4,,,,2025-12-14 01:48:56.550689+00
0f8e2453-cbcd-4a86-9c11-841ebbe8298e,b16a7cd8-ec32-460f-8272-ad57a8826768,ad6d2238-e66e-43ad-86c6-5e3087d0d2f1,4,,,,2025-12-14 04:59:04.099828+00
0f9fda79-084e-4fcc-894c-5f900f8fb6c2,4d54c5a2-41b3-4dd0-b557-7a2083e47520,70f0e883-f4b1-4a7f-b2ff-dd80468f8f59,6,,,,2025-12-14 01:48:44.561442+00
0fa8e780-e301-48bb-a4e0-2d909e2eaf67,5fc73b7c-285c-4ace-bdb4-14b14e16d96e,ffeb214c-90d9-4492-888b-b83910a5f15f,4,,,,2025-12-14 04:58:43.165937+00
0fcd06e9-4663-4873-b337-b72683db1bb7,3ee261cc-b6f8-4e8d-9b55-0ba82bf4dacc,20f3f80a-cb55-44f8-a05a-4de4aa1ccc4c,4,,,,2025-12-23 02:01:35.24471+00
10153265-f98f-4350-896b-38fb41fe8342,ef3df2de-c19c-4798-bf70-eaceee58843d,2f6e7848-a3c8-4267-b4f8-34d0f9baadcb,4,,,,2025-12-14 04:58:51.771777+00
